Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python,r studio,spark,excel,aws
Data Engineer,CA$50k-CA$91k (Glassdoor Est.),"Data Engineer


Eagle currently has a career opportunity for a Data Engineer and we are looking to speak to qualified candidates with the skills and experience outlined below.

This position is a permanent opportunity located in Toronto, ON to start in March.

Summary:

If working with billions of events, petabytes of data and optimizing for last millisecond is something that excites you then read on! We are looking for Data Engineers who have seen their fair share of messy data sets and have been able to structure them for building useful AI products.

You will be working on writing frameworks building for real-time and batch pipelines to ingest and transform events (108 scales) from 100’s of applications every day. Our ML and Software engineers consume these for building data products like personalization and fraud detection. You will also help optimize the feature pipelines for fast execution and work with software engineers to build event-driven microservices.

You will get to put cutting edge tech in production and freedom to experiment with new frameworks, try new ways to optimize and resources to build the next big thing in fintech using data!

What we’re looking for:
You have previously worked on building serious data pipelines ingesting and transforming > 10 ^6 events per minute and terabytes of data per day.
You are passionate about producing clean, maintainable and testable code part of a real-time data pipeline
You understand how microservices work and are familiar with concepts of data modeling
You can connect different services and processes together even if you have not worked with them before and follow the flow of data through various pipelines to debug data issues
You have worked with Spark and Kafka before and have experimented or heard about Flink/Druid/Ignite/Presto/Athena and understand when to use one over the other
On a bad day maintaining zookeeper and bringing up cluster doesn’t bother you
You may not be a networking expert but you understand issues with ingesting data from applications in multiple data centers across geographies, on-premise and cloud and will find a way to solve them
Proficient in Java/Scala/Python/Spark
What our client offers:
Our client is proud to announce that we have been certified as a Great Place to Work!
A collaborative, open work environment that fosters ownership, creativity, and urgency
Enrolment in the Group Health Benefits plan right from day 1, no waiting period
Fuel for the day: Weekly delivery of groceries and all types of snacks to our office
All types of signature drinks from coffee to lattes to cappuccinos
Catered lunch and desserts on a monthly basis!
Ping Pong and Pool: Become the next Table Tennis/ Pool champ!
And so much more!
COMPENSATION
Flat base salary, unlimited personal and sick days
2 weeks vacation
Excellent medical and dental benefits
Don’t miss out on this opportunity, apply online today!

Eagle is an equal opportunity employer and will provide accommodations during the recruitment process upon request. We thank all applicants for their interest; however, only candidates under consideration will be contacted. Please note that your application does not signify the beginning of employment with Eagle and that employment with Eagle will only commence when placed on an assignment as a temporary employee of Eagle.

JOB# 65559",4.0,"Eagle Professional Resources Inc.
4.0",Toronto,-1,51 to 200 Employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,50,91,70.5,"Eagle Professional Resources Inc.
",Toronto,0,24,1,0,1,1,0
Principal Scientist - Antibody Assessment,CA$50k-CA$91k (Glassdoor Est.),"Lock Search Group is pleased to present an exciting opportunity to join an industry-leading biotechnology company focused on the discovery of novel antibody-based therapeutics. Our client is looking for a passionate and highly motivated Scientific Group Leader to build out and lead a discovery team focused on antibody assessment, optimization, and commercialization. This is a unique opportunity to contribute world-class science within a young, dynamic company focused on the discovery of novel antibody-based therapeutics to address unmet medical needs. This position is based in Vancouver, BC.

Responsibilities:
Develop and execute strategies to assess antibody candidates, and communicate strategies with team members
Create and implement efficient practices for the analysis of antibody characterization data
Provide leadership to a team of scientists
Evaluate new technology that will improve process efficiency
Analyze and compile antibody characterization data sets and report findings
Interact with external teams and act as the face of the Company in terms of antibody characterization
Qualifications:
PhD in Biochemistry, Protein Engineering (or related field) with 10+ years’ industry experience advancing antibody programs/projects from concept through to commercialization
Profound and current understanding of the scientific assays and technologies for the assessment and validation of antibody therapeutics
Demonstrated experience in developing assessment criteria for the evaluation and ranking of antibody candidates
Ability to see beyond own function to understand business issues and implement best practices
Demonstrated hands-on technical leadership with excellent problem-solving and troubleshooting skills
Strong coaching skills exemplified by track record of developing cross-functional teams and individuals
Outstanding project planning, communication (verbal and written) and relationship building skills (internal and external).

To apply, please submit your resume using the ""Apply Now"" button.

We thank all applicants, however only candidates selected for an interview will be contacted.",4.1,"Lock, R E & Associates Ltd
4.1",Vancouver,-1,51 to 200 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,50,91,70.5,"Lock, R E & Associates Ltd
",Vancouver,0,-1,0,0,0,1,0
Data Engineer,CA$50k-CA$91k (Glassdoor Est.),"About Molecular You

Molecular You is a personalized health company with a mission to help people take control of their health through personal health assessments and preventive action plans. The company analyzes the broadest range of biomarkers in North America, from a single blood sample, to give a dynamic view of an individual’s health.

MY Health Intelligence is the company’s digital health platform that brings together biomarkers, expert analysis and the latest global research in a visually intuitive dashboard. Founded by world leading scientists and clinicians, the company was originally part of the University of British Columbia’s (UBC) Personalized Medicine Initiative.

We are building something challenging and unique, with the potential to change healthcare for the better. Expect to learn a lot and solve interesting problems every day in a dynamic, team-oriented working environment. You will be working with a team of brilliant scientists and developers. We might add (with a hint of bias) that we are a pretty fun(ny) team!

Opportunity

We are seeking a motivated, dynamic, and detail-oriented Data Engineer to join our team at our Vancouver, BC location on a 8-month contract position with the possibility of going full-time. You will report to and work closely with our Development lead and Director of Data Science. You’ll be handling the design and construction of scalable data management systems and ensuring that all data systems meet company requirements.. You should also know the ins and outs of the industry such as data lakes/warehouses, data mining practices, algorithms, and how data can be used.

Core Responsibilities
Ability to design and implement complex data pipelines and data infrastructure based on technical specifications for the purpose of collecting and curating data from internal and external data sources
Maintain scalable data pipelines to support continuing increases in data volume and complexity.
Collaborates with the relevant teams to improve data models that feed business intelligence tools, increasing data accessibility and fostering data-driven decision making across the organization.
Performs data analysis required to troubleshoot data related issues and assist in the resolution of data issues.
Works closely with a team of frontend and backend engineers, product managers, and analysts to develop strategy for long term data platform architecture.
Develop data set processes for Data Modeling, Mining and Production.
Develop simulation program using multi-dimensional datasets
Survey designated research area and keep curated information as up to date as possible
Participate in discussions revolving around integrative biology and multi-omics (genomics, metabolomics, proteomics) in scientific meetings
Performs other duties as assigned
Qualifications/Experience

Three or more years of demonstrated experience with the following:
Experience with AWS (eg; EMR, Athena, Hive,Redshift), data lake formations and building data pipelines
Proficiency in data science packages (eg. Python and/or R) and databases (eg. MySQL)
Experience with statistical and/or machine learning methods (eg. longitudinal data analysis, principal component analysis, ROC curves, regression, classification, clustering)
Experience with data visualizations tools (eg. Tableau)
Clear verbal and written communication.
Ability to work independently and as part of a team.
Ability to meet tight deadlines and deal with multiple concurrent tasks.
How to apply

Please send us your resume and cover letter, explaining why you’re a fit for this role and our company. We appreciate your interest! Please note that only those candidates selected for an interview will be contacted.

** Applicants must currently reside in BC, Canada or be willing to relocate.",-1.0,Molecular You Co,Vancouver,-1,-1,-1,-1,-1,-1,-1,-1,0,0,50,91,70.5,Molecular You Co,Vancouver,0,-1,1,0,0,0,1
Développeur de données / Data Developer,CA$50k-CA$91k (Glassdoor Est.),"Overview

Bethesda Game Studios est à la recherche d'un développeur de données talentueux et autonome avec de solides compétences techniques pour rejoindre l'équipe qui dépasse les standards et repousse les limites du développement de jeux AAA sur les plateformes mobiles. Le développeur de données travaillera avec notre spécialiste des données et nos programmeurs pour mettre en place et maintenir des solutions de données afin de soutenir les initiatives analytiques visant à améliorer l'expérience et la performance des joueurs ainsi qu'à augmenter la rétention et la monétisation des joueurs.

Bethesda Game Studios is looking for talented and self-driven Data Developer with strong technical skills to join the team that is pushing the bleeding-edge AAA game development for mobile platforms. The Data Developer will work with our Data Scientist and programmers in building and maintaining data solutions to support analytics initiatives to improve player experience and game performance as well as increase player retention and monetization.

Responsibilities
Construire de nouvelles structures de données et étendre les structures existantes pour prendre en charge l'analyse des jeux;
Maintenir de grandes bases de données Apache Spark de plusieurs téraoctets qui incluent l'optimisation des performances et les processus de rétention et de purge des données;
Rechercher et régler les problèmes de qualité des données, fournir des corrections et proposer des solutions à court et à long terme;
Préparer la conception des systèmes de base de données et recommander des améliorations en matière de performance;
Maintenir et développer divers scripts et outils de base de données Python / Scala pour faciliter les processus d'automatisation;
Fournir un soutien lié à toutes les initiatives de suivi des données;
Évaluer la mise en place du suivi des données dans le jeu pour toutes les demandes de propositions et aider à améliorer la structure et le schéma des rapports pour optimiser la vitesse des requêtes;
Aider les spécialistes de la science des données à rassembler les données et à construire des tables de travail pour accélérer l'analyse;
Optimiser les requêtes SQL pour améliorer la vitesse de traitement des clusters Spark.
Build new and extend existing data structures to support game analytics;
Maintain large, multi-terabyte Apache Spark databases which includes performance tuning and data retention/purge processes;
Research and troubleshoot data quality issues, providing fixes and proposing both short- and long-term solutions;
Prepare designs for database systems and recommend improvements for performance;
Maintain and develop various Python / Scala database scripts and tools to facilitate automation processes;
Provide support related to all data tracking initiatives;
Evaluate the implementation of data tracking in the game all proposals requests and assist to improve the logs structure and schema to optimize for querying speed;
Assist data scientists to wrangle data and build working tables to speed analysis;
Optimize SQL queries to improve processing speeds on Spark clusters.
Qualifications
Passion pour les jeux vidéo;
Minimum 3 ans d'expérience dans un rôle similaire dans le développement, la gestion, la maintenance et l'optimisation d'environnements de données de plusieurs téraoctets, y compris les pipelines de données et les processus ETL qui leur sont associés;
Très forte expérience avec Apache Spark ou une technologie similaire;
Excellentes compétences en SQL;
Solide expérience dans les langages de script et de programmation tels que Python, Scala, Linux Shell, C# scripting;
Expérience en modélisation de données pour les environnements transactionnels et d'entreposage de données, y compris la familiarité avec les normes de modélisation dimensionnelle de Kimball et 3NF;
Expérience de travail avec une variété de sources de données telles que MySQL, Oracle, SQL Server, PostgreSQL, S3, HDFS, et Dynamo DB;
Expérience avec les systèmes de contrôle des sources (Git, Perforce, SVN, etc.);
Solides compétences interpersonnelles et capacité de résolution de problèmes.
Passion for video games;
Minimum 3 years of experience in a similar role in developing, managing, maintaining and optimizing large, multi-terabyte data environments including the pipelines of data and ETL processes feeding into it;
Very strong experience with Apache Spark or a similar technology;
Expert level SQL skills;
Solid experience in scripting and programming languages such as Python, Scala, Linux Shell, C# scripting;
Data modeling experience for both transactional and data warehousing environments including familiarity with Kimball dimensional and 3NF modeling standards;
Experience working with a variety of data sources such as MySQL, Oracle, SQL Server, PostgreSQL, S3, HDFS, and Dynamo DB;
Experience using source control systems (Git, Perforce, SVN, etc.);
Strong interpersonal skills and problem-solving ability.
Preferred Skills
Baccalauréat en informatique, en génie, ou en intelligence d'affaires avec une expérience supplémentaire appropriée;
Expérience dans l'industrie du jeu vidéo serait un grand plus;
Expérience de travail avec d'autres technologies de données AWS comme S3, Redshift Spectrum, Athena, Data Pipeline, Glue, EMR, RDS, et Kinesis;
BS degree in Computer Science, Engineering, or BI with appropriate additional experience;
Experience in the video game industry would be a big plus;
Experience working with other AWS data technologies such as S3, Redshift Spectrum, Athena, Data Pipeline, Glue, EMR, RDS, and Kinesis;
Experience working with big data solutions such as Apache Spark, PrestoDB, Impala or similar.",3.9,"Bethesda Softworks LLC.
3.9",Montreal,-1,51 to 200 Employees,-1,Subsidiary or Business Segment,Video Games,Media,$5 to $10 million (USD),-1,0,0,50,91,70.5,"Bethesda Softworks LLC.
",Montreal,0,-1,1,0,1,1,1
Data Engineer,CA$50k-CA$91k (Glassdoor Est.),"Salary Mid-Point: $0

Location: Toronto ON

Job Type: Permanent

Job Title:Data Engineer

Location: Downtown Toronto

The individual our client seeks is highly analytical, self motivated, curious and has a track record of quantitative and qualitative analysis. If this sounds like you please apply below!

Our technology client is past the boot strapping stage of a start up and continues to grow at an accelerated rate. The environment is fast paced and at times both structured and unstructured. This organization will provide you with the challenges you are looking for and the continued growth for learning you are looking for in your career. The office environment is fantastic and the client is all about social change. Our client seeks a passionate and talented Data Engineer who is comfortable working in a very fast paced environment.

Responsibilities:
Help build, scale and maintain the data platform.
Play a key role in data infrastructure, analytics projects, and systems design and development.
Extract the data, transform the data and load the data into a database or data warehouse (ETL).
Introduce new technologies to the environment through research and POCs.
Ensure high quality standards are met (documentation is in place; quality checks are working and data in dashboards is updated according to data sources).
Will assure standards to be followed by the data analysts & data scientists in terms of analytical data gathering and transformations.
Delivering an enterprise data platform that will accelerate the delivery of business intelligence, machine learning and the ability to generate new insights.
You will focus on integrations and data modelling, ETL along with the automation of data sets.
Requirements:
BA/BS degree in Mathematics, Computer Science, Mathematics or related technical field, or equivalent practical experience.
Have a deep technical understanding, hands-on experience in distributed computing, big data, ETL, dimensional modeling, columnar databases and data visualization.
Experience working with data warehouses, including data warehouse technical architectures, infrastructure components, ETL and reporting/analytic tools and environments.
Experience with data modelling techniques for modern data architectures.
Hands-on implementation experience with cloud data platforms (e.g. Azure, GCP, AWS).
Experience in writing software in one or more languages such as Java, C++, Python, Go, Ruby and/or JavaScript.
Soft skills: High performer, polished/high work ethic, smart learner, flexible, organized, has initiative/fast producer.
Knowledge of Ruby on Rails, experience building data visualizations with D3 or in JavaScript / React and familiarity with Postgres would be a “Nice to have”
For consideration please email your resume to ""Eileen@ifgpr.com"" with ""Data Engineer"" in the subject line.",2.6,"International Financial Group Ltd.
2.6",Toronto,-1,501 to 1000 Employees,2006,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0,0,50,91,70.5,"International Financial Group Ltd.
",Toronto,0,14,1,0,0,0,1
Senior Business Intelligence Analyst-,CA$50k-CA$91k (Glassdoor Est.),"Job Summary


Are you a bold, quick-thinking and driven individual seeking the growth and challenge that comes from working with collaborative teams for a dynamic company? Are you intrinsically passionate as a change agent, influencer of growth and have the desire to ""move the needle?"" If you feel satisfaction at seeing your team's ideas and dreams become reality and answered yes to any of these questions, we want to hear from you!

The Plan Operations Analytics Group at HOOPP (Healthcare of Ontario Pension Plan) is looking for an experienced individual to fill a permanent, fulltime Senior Business Intelligence Analyst role for the Analytics Team. The team delivers insights, analytics, reporting, data governance and subject matter expertise in data warehouse knowledge.

The team's principles are focused on delivering true stakeholder value in a dynamic and fast-paced environment. They value challenging the status quo, innovative solutions, team collaboration and practicality.

Roles and Responsibilities


Strategic Reporting
Provides strategic reporting such as forecasts, projections and high-level overview as well as operational (e.g. processing or phone statistics) reporting to management
Provides daily, weekly, monthly, quarterly, annual or ad hoc reporting as required by utilizing standard reports or builds. Extracts data from sources such as data warehouse, as well as converts operation-specific data into reports.
Develop broad subject matter expertise in data and perform an in-depth analysis of data to gather insights and communicate results.
Provides business intelligence support and data solutions to all areas of HOOPP as required by analysis and communication, acting on requests for data and reporting information. Contributes to the structure of databases, drafting of queries, compiling of CRM operational type business intelligence to all departments.
Provides statistical analysis and interpretation in clear user language on data information and provide written summary reporting as well as communication on that analysis. Ability to synthesize large datasets into clear actionable decision-making for presentation to Management.
Facilitates the integration of multiple data sources (data warehouse, portals, dashboards, reports, systems) into specific solutions to answer reporting needs using all relevant data. This to meet HOOPP's immediate and future information needs in collaboration with IT.
Creates develops and maintains business intelligence platforms.
Qualifications


Who You Are:

Analytical
Excellent facilitator and interviewer (able to pull out deeper business needs & usage patterns)
Understands the why (curious, asks probing questions, digs deep, open-minded)
Ability to create clarity and get everyone on the same page
Visual in nature including comfortable whiteboarding complex data models and data flow
Excellent Requirements documentation (clear, concise)
Has strong trust and confidence in team and business. Is the GO-TO person for the details.
Agility
Ability to anticipate 'surprises' early on (and change course/mitigate)
Able to recommend solutions to the business problem and think outside of the box by being creative.
Ability to break features into small chunks (that can be delivered on a weekly basis)
Decision making
Quick, nimble, light-footed in all aspects of solution delivery
Ability to make decisions without all the information available (work in ambiguity)
Self-motivated, highly focused, ability to deliver with little to no direction
Ability to move forward without everything being solved
Ability to overcome obstacles
A positive attitude - can take negatives and turn it into a solution
Teamwork
Strong 1:1 working experience with Analysts, business leaders, stakeholders and management.
Provides honest, constructive feedback in an empathetic manner
Identifying and engaging in difficult conversations; Ability to table conflict or team tensions
Ability to improve Team Norms/processes by influencing
Skills and Abilities
Able and comfortable in working with all levels of management to understand, and when needed negotiate requirements and priorities
Solid communication skills to interact across organizations and offer insights to the business.
Background in mathematics, data analytics and reporting technologies
Solid experience in data analysis and reporting; experience in the pension industry is preferred
BSc/BA in Computer Science, Statistics, Data Management or related field
Knowledge of Excel, R, Python and MS SQL Server; familiarity with business intelligence tools specifically Power BI
Knowledge of relational database structures and applications.
Competency in agile software development",3.4,"International Financial Group Ltd.
2.6",Toronto,-1,501 to 1000 Employees,1960,Nonprofit Organization,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,0,0,50,91,70.5,"International Financial Group Ltd.
",Toronto,0,60,1,0,0,1,0
"Product Manager, Product Data Science",CA$50k-CA$91k (Glassdoor Est.),"We are looking for an exceptional Product Manager to support our Product Data Science team. The Product Data Science team at Numerator is building some of the most progressive and innovative products to help improve operational efficiency and product performance.

As our Product Manager, you will play a critical role in personalizing our product experience and building data-driven solutions to optimize our business success. This role will give you the opportunity to work with stakeholders, data scientists, and engineers to build high-quality data products for strategic initiatives and opportunities.

This is a new role, as our Product Manager, you will work directly with the Product Data Science team to craft our growing landscape of data and machine learning technologies into delightful product experiences.

What you get to do!
Own and champion product plans, objectives, and progress against plans and KPIs to all stakeholders (Data Science team, Engineering, and business leaders).
Work with the team in vetting and integrating external data sources that could improve our products.
Lead cross functional team to envision, build, and deliver experiences that impact our customers.
Lead internal and client discovery calls to inform roadmap, business requirements, and vet early outputs.
Define and measure key business metrics to optimize internal business operations.
Prioritize features and resources to ensure critical data science resources are working on the highest impact solutions.
Manage stakeholder communication and internal alignment.
Become the subject matter expert in how our product data science product works and interact with other products at Numerator.
What we are looking for
1+ years of relevant product management experience working in the market research industry
Familiarity with Data Science fundamentals and statistics.
Ability to work with internal stakeholders to collect feedback, prioritize tasks, and manage the engineering backlog.
Strong analytical skills and ability to evangelize the use of data for sound decision making across functions.
Strong oral and written communication skills, and ability to collaborate with, and influence cross-functional partners.
Self-motivated, self-directed, and the ability to thrive in a fast-paced environment in an industry that constantly changes.
Organized with a knack for managing complex projects.
Creative and resourceful when it comes to problem-solving.
A passionate can-do attitude. You are not afraid to try, learn, and improve.
Extra, Nice to haves
Familiarity with SQL and big data technologies.
Experience working as an engineer in big data, machine learning, or data science.
Experience working and leading a geographically dispersed team is a plus.
What We Offer
An inclusive and collaborative company culture - we work in an open environment while working together to get things done and adapt to the changing needs as they come.
An opportunity to have an impact in a technologically data-driven company.
Ownership over data and environments in an industry-leading product.
Market competitive total compensation package.
Volunteer time off and charitable donation matching.
Strong support for career growth, including mentorship programs, leadership training, access to conferences, and employee resources groups.
Regular hackathons to build your own projects and Engineering Lunch and Learns.
Great benefits package including health/vision/dental, unlimited PTO, flexible schedule, 401K matching, travel reimbursement, and more.
If this sounds like something you would like to be part of, we'd love for you to apply! Don't worry if you think that you don't meet all the qualifications here. The tools, technology, and methodologies we use are constantly changing and we value talent and interest over specific experience.

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",4.1,"Numerator
4.1",Ottawa,-1,1001 to 5000 Employees,2004,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,0,0,50,91,70.5,"Numerator
",Ottawa,0,16,0,0,0,0,0
R&D Cyber Electromagnetic Activity (CEMA) Research Scientist,CA$50k-CA$91k (Glassdoor Est.),"Please review the job details below.


MDA’s R&D group is looking for a bright, capable Cyber Electromagnetic Activity (CEMA) Research Scientist for the Defence line of business. The successful candidate combines a solid technical background in Digital Signal Processing (DSP) and Radio Frequency (RF) systems with strong communication and teamwork skills to solve challenging problems in a flexible, research-driven environment.

Primary Activities

The chosen candidate will contribute in the following ways:
Modeling radar, communications, and optical systems
Signal processing algorithm development
Supporting application development
Providing input into proposals
Experience & Expertise

Candidate must have experience and proficiency in:
Wireless communications or radar systems engineering
Digital Signal Processing (DSP) algorithm development
MATLAB and Simulink based modeling and simulation
Candidate would ideally have the following:
Education in engineering, or relevant field, preferably with MASc/MS or PhD
Self-motivated, problem-solving mindset
Fast learner who enjoys learning and exploiting new technologies
Desire to work collaboratively with the CEMA team towards a challenging common goal
Strong written and verbal communication skills
Ability to work within a large organization with multiple dependencies and stakeholder needs
Adaptable to a fast paced, dynamic research environment with evolving timelines and goals
Any of the following would be an asset to candidates:
Radio Frequency (RF) hardware engineering
Array signal processing
Wireless network protocols
Precision, Navigation, and Timing (PNT)
Machine/deep learning
Real-time computing systems (including GPU and/or FPGA development)
Special Considerations
Successful candidate must be able to obtain and hold security clearance at the NATO Secret level, and pass security assessment for the Controlled Goods Program.
MDA is an Equal Opportunity Employer.
Competitive Compensation and Benefits Package

MDA provides competitive compensation and benefits packages for its employees at its many locations. As a member of the MDA team, you and your qualified dependents are eligible to participate in a benefit plan that ensures a comprehensive level of protection for employees and their families through health care plans, disability income protection, life insurance, and other employee benefits. The Company's retirement plans encourage employees to save for their future with a Company matching contribution in many locations.",3.8,"MacDonald, Dettwiler and Associates Ltd.
3.8",Richmond,-1,1001 to 5000 Employees,1969,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,50,91,70.5,"MacDonald, Dettwiler and Associates Ltd.
",Richmond,0,51,0,0,0,0,0
Senior Machine Learning/NLP Scientist,CA$50k-CA$91k (Glassdoor Est.),"Do you want to join an insurtech start-up with a mission to help the insurance industry deliver a better customer experience using AI?

Location: Kitchener, Ontario

Job Description - Full time, permanent

Experience: 5+ years experience

About us:

ProNavigator is a venture-backed insurance technology company. Our team is made up of insurance industry veterans, technology experts, and data scientists who’ve come together to build solutions specifically for the insurance industry. ProNavigator's platform incorporates natural language processing and machine learning to improve access to information and automate workflows for customers, distribution partners and employees. We aim to radically simplify and change the way brokers and underwriters work with insurance policies and documents. This is a great opportunity to join a tight-knit, fast growing team.

Our team is expanding, and we seek a highly seasoned machine learning expert to join our experienced data science team and help take it to the next level as we significantly enhance our models for understanding user queries and scaling the ability to ingest documents. As a key member of the team, you will be responsible for the development of innovative concepts, research, predictive modeling, and machine learning algorithms, focused especially on natural language understanding and processing. Our ideal candidate has a strong technical background and at least 5 years of experience researching, implementing and delivering machine learning products to market. Experience working at a start-up would be beneficial.

Key Responsibilities:
Collects, cleans, manages, analyzes and visualizes large sets of data using multiple data platforms, tools and techniques
Effectively partner with product and engineering teams to build new data driven and machine learning based features for enriching the broker experience
Create automated learning systems that gracefully scale to increasing complexity and expectation
Work with a sense of ownership and urgency, advocate for experimentation based, agile culture
Create and deploy production ready models into AWS
Optimize models to hit performance targets
Required Skills and Qualifications:
Master's or PhD recommended in applied mathematics, statistics, computational linguistics or relevant technical field
5+ years of professional experience in data science and machine learning, geared towards developing and maintaining NLP algorithms
Have superior knowledge of statistical analysis methods, such as input selection, logistic and standard regression, random forests, etc
Extensive experience with Pandas, NumPy, and sklearn.
Experience with deep learning frameworks (TensorFlow, Keras, PyTorch, or similar) and state-of-the-art NLP/NLU models (BERT, ELMO, REALM, GPT-2, etc)
The Perks:
Amazing culture: Tight knit team, hungry and moves fast. Learn more: https://pronavigator.ai/careers/
Benefits after 30 days - health, dental and vision
Competitive salary and vacation
Work hard, play hard environment where we love to inspire, motivate and learn in everything we do.
A great group of people to work with who are serious about their work and the mandate but fun in their approach.
Job Types: Full-time, Permanent

Benefits:
Casual Dress
Dental Care
Extended Health Care
Life Insurance
Vision Care
Schedule:

8 Hour Shift
Monday to Friday
COVID-19 considerations:
We are on rotating days in the office and working from home currently due to Covid

Experience:
Machine Learning: 5 years (Required)
Education:
Master's Degree (Preferred)
Work remotely:
No",4.0,"ProNavigator
4.0",Kitchener,-1,1 to 50 Employees,2016,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,50,91,70.5,"ProNavigator
",Kitchener,0,4,0,0,0,0,1
"Business Intelligence Analyst, WEST Alliance Office Burnaby, British Columbia Regular,Full-Time 08/18",CA$50k-CA$91k (Glassdoor Est.),"Job Title: BUSINESS INTELLIGENCE ANALYST, WEST ALLIANCE OFFICE
Requisition #: 097163
Job Location: Canada-British Columbia-Burnaby
Department: AO Comm & Bus Alignment
Job Type: Regular, Full Time
Start Date of Employment: 31-Aug-2020
Posting Date: 18-Aug-2020
Work Days: Mon, Tue, Wed, Thu, Fri,
Hours of Work: 0800-1600
Work Site: 1795 Willingdon Avenue, Burnaby

Job Summary:

In accordance with the Mission, Vision and Values, and strategic directions of PHSA, safety, including both patient and employee safety, is a priority and a responsibility shared by everyone at PHSA. As such, the requirement to continuously improve quality and safety is inherent in all aspects of this position.

The Business Intelligence (BI) Analyst reports to the Manager/Lead and as a member of the management team is primarily focused on transforming data into insights to drive business value and evaluating progress with business goals, such as vendor metrics and performance, as well as developing and maintaining reporting solutions and carrying out analysis for recommendations on changes in services and design. The BI Analyst works closely with colleagues and the vendor to audit, identify and follow-up on issues related to data quality, metric definitions or process deficiencies. Responsibilities also include identifying data trends, finding gaps in information as well as asking what is not in the data, creating visualizations that communicate findings, suggesting possible solutions; database development and monitoring, data modeling, data dictionary development and maintenance; and ad-hoc reporting, report development, documentation, maintenance of users and user permissions in support of management decision-making. The BI Analyst identifies, documents, and resolves issues with data in collaboration with business and vendor stakeholders, and supports and liaises with Technology Services regarding hardware and network problems as related to data warehouse and BI environments. This role regularly attends and provides updates at management meetings including governance meetings, is privy to sensitive management and vendor information in order to carry out their duties, and communicates with stakeholders at all levels to ensure requirements are met.

Duties/Accountabilities:

• Provides business intelligence expertise and functions as a member of the management team to enable senior leadership decision-making and to drive value and innovation, including service design and model changes. Analyses and evaluates data; looks for trends, risks, and performance or quality issues; and clearly communicates findings and makes recommendations to achieve strategic direction. Attends and presents at management team meetings, including governance meetings.
• Designs, develops and maintains databases, ETL, OLAP cubes, reports, dashboards and other BI content as required. Works collaboratively with clients and business analysts to gather requirements, create definitions and specifications and translate into data models, ETL packages and reports as appropriate. Writes ad-hoc queries and reports to support analysts and leaders in data analysis. Creates and maintains report subscriptions for staff and operational leaders across participating organizations.
• Administers the SQL Server databases (data marts) including security, user permissions, performance and usage monitoring. Liaises with the vendor to ensure data integrity and availability. Validates lookup tables, writes technical and user documentation, troubleshoots issues with reports, data sources, performance and other related duties. Maintains the reporting environment (SQL SSRS, Tableau, Power BI, SharePoint TeamSites) as required. Ensures that databases, reports and other BI content are developed and maintained in accordance with PHSA Privacy and Confidentiality guidelines.
• Provides first-line support to users for all published BI content. Provides advice, guidance, and technical and educational support to colleagues and stakeholders and report writers.
• Collaborates with Technology Services, vendors and other teams on hardware and software implementation, upgrades and troubleshooting as it relates to database and BI software and hardware. Communicates with various external clients such as HEABC, Ministry Of Health, and WSBC on definitions, ad hoc queries and regular data/report submissions as directed by stakeholders.
• Evaluates current solutions, researches new and alternative technologies, processes and approaches according to industry best practices. Maintains and advances own knowledge of business intelligence tools, methods and best practices.

Qualifications:

A level of education, training, and experience equivalent to a Bachelor’s degree in Information Systems/Computer Sciences, Business or Statistics from a recognized program, plus a minimum of five (5 years’ recent related work experience, preferably in a health care environment.

An in-depth working knowledge of relational and multidimensional (OLAP) databases, as well as proven knowledge and experience in working with SQL Server BI stack. Proven ability to balance the line between IT and the business. Effective communication skills, both verbal and written. Excellent analytical skills and ability to turn complex business requirements into analysis ready data-sets, data-marts, cubes or data-models. Knowledge of privacy and confidentiality policies and procedures. Administrative experience including setting up new users, monitoring performance, and query tuning.

Experience with and ability to develop technical documentation, and understand management reporting and statistical concepts. Demonstrated ability to function as a management advisor and present to senior leadership. Demonstrated ability to analyze operational issues and recommend innovative solutions. Self-directed, motivated, and adaptable to new technology including hardware, software, and programming applications. Ability to work on project teams, organize workload, set priorities and meet deadlines in a dynamic environment, and flexibility to multi-task.",3.6,"Provincial Health Services Authority
3.6",Burnaby,-1,10000+ Employees,2001,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,50,91,70.5,"Provincial Health Services Authority
",Burnaby,0,19,0,0,0,1,0
